scenario_id,radius_km,client_tw_hours,client_tw_start,client_tw_end,depot_tw_start,depot_tw_end,service_time_sec,pharmacies_count,vehicles_used,total_distance_km,total_time_sec,execution_time_sec,status,timestamp
25_10_07,25,10,25200,61200,18000,68400,420,247,5,583.3239000000001,156623,25.82904601097107,OK,2025-09-15T22:49:37.901617
25_10_08,25,10,25200,61200,18000,68400,480,247,5,575.8,171316,26.816211938858032,OK,2025-09-15T22:50:04.797323
25_10_09,25,10,25200,61200,18000,68400,540,247,6,605.7903000000001,186671,58.676342725753784,OK,2025-09-15T22:51:03.551430
25_10_10,25,10,25200,61200,18000,68400,600,247,6,618.2436000000001,202040,55.70792484283447,OK,2025-09-15T22:51:59.337834
30_02_01,30,2,25200,32400,18000,68400,60,277,12,854.9782000000001,89177,26.06482219696045,OK,2025-09-15T22:52:25.501212
30_02_02,30,2,25200,32400,18000,68400,120,277,14,875.6619,107255,29.820260763168335,OK,2025-09-15T22:52:55.426115
30_02_03,30,2,25200,32400,18000,68400,180,277,17,919.7756000000003,125455,57.686569929122925,OK,2025-09-15T22:53:53.226591
30_02_04,30,2,25200,32400,18000,68400,240,277,18,945.1636000000001,140698,56.10941433906555,OK,2025-09-15T22:54:49.451188
30_02_05,30,2,25200,32400,18000,68400,300,277,20,976.3114999999997,157916,26.216610193252563,OK,2025-09-15T22:55:15.788899
30_02_06,30,2,25200,32400,18000,68400,360,277,23,1009.1583000000005,174210,26.153006076812744,OK,2025-09-15T22:55:42.051453
30_02_07,30,2,25200,32400,18000,68400,420,277,25,1103.1105999999995,194691,56.2508978843689,OK,2025-09-15T22:56:38.417883
30_02_08,30,2,25200,32400,18000,68400,480,277,27,1075.9399999999998,207455,56.16040086746216,OK,2025-09-15T22:57:34.697361
30_02_09,30,2,25200,32400,18000,68400,540,277,29,1120.0496000000016,224288,56.21421790122986,OK,2025-09-15T22:58:31.040156
30_02_10,30,2,25200,32400,18000,68400,600,277,31,1172.9774,240927,26.20790386199951,OK,2025-09-15T22:58:57.381222
30_03_01,30,3,25200,36000,18000,68400,60,277,8,760.7376000000002,84759,25.843260765075684,OK,2025-09-15T22:59:23.318470
30_03_02,30,3,25200,36000,18000,68400,120,277,10,850.5446999999999,104588,55.91609191894531,OK,2025-09-15T23:00:19.322902
30_03_03,30,3,25200,36000,18000,68400,180,277,11,829.6049999999993,119165,25.844791889190674,OK,2025-09-15T23:00:45.279758
30_03_04,30,3,25200,36000,18000,68400,240,277,13,825.2139000000001,136162,56.031923055648804,OK,2025-09-15T23:01:41.413554
30_03_05,30,3,25200,36000,18000,68400,300,277,14,934.2706,156662,26.383193016052246,OK,2025-09-15T23:02:07.902700
30_03_06,30,3,25200,36000,18000,68400,360,277,16,886.7095999999993,169987,26.332518339157104,OK,2025-09-15T23:02:34.349439
30_03_07,30,3,25200,36000,18000,68400,420,277,17,980.5339000000005,189338,26.157835006713867,OK,2025-09-15T23:03:00.614366
30_03_08,30,3,25200,36000,18000,68400,480,277,19,918.2578999999996,202224,25.9805166721344,OK,2025-09-15T23:03:26.719830
30_03_09,30,3,25200,36000,18000,68400,540,277,20,986.0887000000001,220737,29.861779928207397,OK,2025-09-15T23:03:56.703198
30_03_10,30,3,25200,36000,18000,68400,600,277,21,1001.8623000000002,237183,25.91535210609436,OK,2025-09-15T23:04:22.743002
30_04_01,30,4,25200,39600,18000,68400,60,277,6,761.4587000000001,84010,25.541520833969116,OK,2025-09-15T23:04:48.374593
30_04_02,30,4,25200,39600,18000,68400,120,277,7,785.0565000000004,102041,28.589895963668823,OK,2025-09-15T23:05:17.065637
30_04_03,30,4,25200,39600,18000,68400,180,277,9,791.4408999999998,118587,26.322187185287476,OK,2025-09-15T23:05:43.484186
30_04_04,30,4,25200,39600,18000,68400,240,277,10,784.4110999999998,133727,25.886956930160522,OK,2025-09-15T23:06:09.469913
30_04_05,30,4,25200,39600,18000,68400,300,277,11,824.0450999999997,151675,56.2369270324707,OK,2025-09-15T23:07:05.809928
30_04_06,30,4,25200,39600,18000,68400,360,277,12,838.5899000000004,166961,26.427723169326782,OK,2025-09-15T23:07:32.327605
30_04_07,30,4,25200,39600,18000,68400,420,277,13,836.8234000000001,184592,25.954284191131592,OK,2025-09-15T23:07:58.388694
30_04_08,30,4,25200,39600,18000,68400,480,277,14,924.8448999999996,204111,25.92704200744629,OK,2025-09-15T23:08:24.420547
30_04_09,30,4,25200,39600,18000,68400,540,277,15,939.0527000000004,220271,32.28325915336609,OK,2025-09-15T23:08:56.803150
30_04_10,30,4,25200,39600,18000,68400,600,277,16,902.9677999999994,233344,60.20771098136902,OK,2025-09-15T23:09:57.128435
30_05_01,30,5,25200,43200,18000,68400,60,277,5,816.9426,85427,25.902068376541138,OK,2025-09-15T23:10:23.125733
30_05_02,30,5,25200,43200,18000,68400,120,277,6,764.0421,100934,27.605103969573975,OK,2025-09-15T23:10:50.822715
30_05_03,30,5,25200,43200,18000,68400,180,277,7,807.4402999999998,119230,55.928120851516724,OK,2025-09-15T23:11:46.849123
30_05_10,30,5,25200,43200,18000,68400,600,277,13,863.6850000000006,232249,55.805789947509766,OK,2025-09-15T23:13:56.499314
30_06_04,30,6,25200,46800,18000,68400,240,277,7,809.3280000000001,134314,57.24795174598694,OK,2025-09-15T23:15:41.679417
30_06_08,30,6,25200,46800,18000,68400,480,277,10,860.234,202147,28.74448275566101,OK,2025-09-15T23:16:29.188161
30_06_10,30,6,25200,46800,18000,68400,600,277,11,859.5787000000001,233632,26.251052141189575,OK,2025-09-15T23:17:01.823065
30_07_01,30,7,25200,50400,18000,68400,60,277,4,742.9656999999996,83398,56.31483602523804,OK,2025-09-15T23:17:58.237255
30_07_02,30,7,25200,50400,18000,68400,120,277,4,760.596,100975,56.05963182449341,OK,2025-09-15T23:18:54.393503
30_07_03,30,7,25200,50400,18000,68400,180,277,5,802.4299000000002,117713,26.283708810806274,OK,2025-09-15T23:19:20.768486
30_07_04,30,7,25200,50400,18000,68400,240,277,6,787.4513000000002,135078,25.92631506919861,OK,2025-09-15T23:19:46.784689
30_07_05,30,7,25200,50400,18000,68400,300,277,6,803.8258000000001,151150,56.00899314880371,OK,2025-09-15T23:20:42.886170
30_07_06,30,7,25200,50400,18000,68400,360,277,7,792.3974999999999,167376,56.41006803512573,OK,2025-09-15T23:21:39.394454
30_07_07,30,7,25200,50400,18000,68400,420,277,8,792.7349,183339,55.695005893707275,OK,2025-09-15T23:22:35.182935
30_07_08,30,7,25200,50400,18000,68400,480,277,8,801.5033000000003,198978,58.83255314826965,OK,2025-09-15T23:23:34.115210
30_07_09,30,7,25200,50400,18000,68400,540,277,9,805.5161999999996,216476,27.83983588218689,OK,2025-09-15T23:24:02.041079
30_07_10,30,7,25200,50400,18000,68400,600,277,10,834.6024000000003,232874,55.97179293632507,OK,2025-09-15T23:24:58.100490
30_08_01,30,8,25200,54000,18000,68400,60,277,3,762.9321,83477,55.741883993148804,OK,2025-09-15T23:25:53.927100
30_08_03,30,8,25200,54000,18000,68400,180,277,4,752.9441,115643,25.636322021484375,OK,2025-09-15T23:26:27.112916
30_08_04,30,8,25200,54000,18000,68400,240,277,5,762.1267999999995,132162,25.729365825653076,OK,2025-09-15T23:26:52.938920
30_08_05,30,8,25200,54000,18000,68400,300,277,6,812.5152999999999,151414,25.81828022003174,OK,2025-09-15T23:27:18.853022
30_08_06,30,8,25200,54000,18000,68400,360,277,6,810.6963000000003,166152,26.986807823181152,OK,2025-09-15T23:27:45.937545
30_08_07,30,8,25200,54000,18000,68400,420,277,7,807.7410000000002,183459,25.92256212234497,OK,2025-09-15T23:28:11.949962
30_08_08,30,8,25200,54000,18000,68400,480,277,7,785.1983000000001,198844,56.017826080322266,OK,2025-09-15T23:29:08.053610
30_08_09,30,8,25200,54000,18000,68400,540,277,8,781.1513000000002,214300,56.13730978965759,OK,2025-09-15T23:30:04.284036
30_08_10,30,8,25200,54000,18000,68400,600,277,9,827.4786000000003,232766,56.040766954422,OK,2025-09-15T23:31:00.415212
30_09_02,30,9,25200,57600,18000,68400,120,277,4,735.4843999999997,98515,55.80158090591431,OK,2025-09-15T23:32:03.398071
30_09_03,30,9,25200,57600,18000,68400,180,277,4,777.0897000000002,117199,56.21401810646057,OK,2025-09-15T23:32:59.707829
30_09_04,30,9,25200,57600,18000,68400,240,277,5,756.0965000000003,131777,55.93159508705139,OK,2025-09-15T23:33:55.730287
30_09_05,30,9,25200,57600,18000,68400,300,277,5,772.4587999999999,150121,56.0052170753479,OK,2025-09-15T23:34:51.827897
30_09_06,30,9,25200,57600,18000,68400,360,277,6,741.5785000000003,164131,28.844194889068604,OK,2025-09-15T23:35:20.764513
30_09_07,30,9,25200,57600,18000,68400,420,277,6,832.4389000000006,185226,26.279524087905884,OK,2025-09-15T23:35:47.133374
30_09_08,30,9,25200,57600,18000,68400,480,277,7,825.8740999999997,200445,55.967909812927246,OK,2025-09-15T23:36:43.196521
30_09_09,30,9,25200,57600,18000,68400,540,277,7,777.4500999999998,215117,26.06035590171814,OK,2025-09-15T23:37:09.345924
30_10_01,30,10,25200,61200,18000,68400,60,277,3,773.6756000000003,84411,26.070007801055908,OK,2025-09-15T23:37:45.466649
30_10_03,30,10,25200,61200,18000,68400,180,277,4,768.6025999999999,116843,26.143675088882446,OK,2025-09-15T23:38:48.555365
30_10_04,30,10,25200,61200,18000,68400,240,277,4,790.9856999999998,134243,61.46964502334595,OK,2025-09-15T23:39:50.105337
30_10_05,30,10,25200,61200,18000,68400,300,277,5,768.2758999999998,148718,26.1295428276062,OK,2025-09-15T23:40:16.352255
30_10_06,30,10,25200,61200,18000,68400,360,277,5,770.4941000000001,165623,26.142361164093018,OK,2025-09-15T23:40:42.576918
30_10_07,30,10,25200,61200,18000,68400,420,277,6,746.7332,181245,55.90473675727844,OK,2025-09-15T23:41:38.586865
30_10_08,30,10,25200,61200,18000,68400,480,277,6,769.4077000000004,197930,55.66284680366516,OK,2025-09-15T23:42:34.356272
30_10_09,30,10,25200,61200,18000,68400,540,277,6,827.0582999999997,218662,57.080158948898315,OK,2025-09-15T23:43:31.533231
35_02_01,35,2,25200,32400,18000,68400,60,298,13,914.0840000000005,96415,26.477838039398193,OK,2025-09-15T23:44:04.877406
35_02_02,35,2,25200,32400,18000,68400,120,298,16,1037.0776000000003,119431,26.625104904174805,OK,2025-09-15T23:44:31.613091
35_02_03,35,2,25200,32400,18000,68400,180,298,18,1026.3375999999996,137269,56.675637006759644,OK,2025-09-15T23:45:28.396093
35_02_04,35,2,25200,32400,18000,68400,240,298,20,1092.5018999999993,156218,56.56668710708618,OK,2025-09-15T23:46:25.075950
35_02_05,35,2,25200,32400,18000,68400,300,298,22,1108.0334,172504,56.628162145614624,OK,2025-09-15T23:47:21.823802
35_02_06,35,2,25200,32400,18000,68400,360,298,25,1183.6598999999994,193267,29.859253883361816,OK,2025-09-15T23:47:51.808977
35_02_07,35,2,25200,32400,18000,68400,420,298,27,1167.1970000000001,207731,26.877219915390015,OK,2025-09-15T23:48:18.816673
35_02_08,35,2,25200,32400,18000,68400,480,298,29,1183.6859999999995,226708,57.95280694961548,OK,2025-09-15T23:49:16.905315
35_02_09,35,2,25200,32400,18000,68400,540,298,31,1312.447899999999,245315,58.8900580406189,OK,2025-09-15T23:50:15.932950
35_02_10,35,2,25200,32400,18000,68400,600,298,34,1313.5925999999993,261102,26.860914945602417,OK,2025-09-15T23:50:42.946344
35_03_01,35,3,25200,36000,18000,68400,60,298,9,929.1947999999998,96563,30.37335777282715,OK,2025-09-15T23:51:13.426403
35_03_02,35,3,25200,36000,18000,68400,120,298,11,934.4628999999998,113794,27.471858024597168,OK,2025-09-15T23:51:41.007312
35_03_03,35,3,25200,36000,18000,68400,180,298,12,920.9587,131907,56.43232011795044,OK,2025-09-15T23:52:37.548303
35_03_04,35,3,25200,36000,18000,68400,240,298,14,1011.3696,153233,26.635669946670532,OK,2025-09-15T23:53:04.300978
35_03_05,35,3,25200,36000,18000,68400,300,298,16,1052.2350999999999,171670,59.90958905220032,OK,2025-09-15T23:54:04.333036
35_03_06,35,3,25200,36000,18000,68400,360,298,17,1011.4732999999995,187384,56.6145339012146,OK,2025-09-15T23:55:01.053117
35_03_07,35,3,25200,36000,18000,68400,420,298,18,1031.3123999999993,203778,56.34013509750366,OK,2025-09-15T23:55:57.501020
35_03_08,35,3,25200,36000,18000,68400,480,298,20,1139.8675999999998,224951,56.78270602226257,OK,2025-09-15T23:56:54.418098
35_03_09,35,3,25200,36000,18000,68400,540,298,22,1124.3188999999998,240940,27.703937768936157,OK,2025-09-15T23:57:22.249669
35_03_10,35,3,25200,36000,18000,68400,600,298,23,1141.6063999999997,257917,26.87935733795166,OK,2025-09-15T23:57:49.263214
35_04_01,35,4,25200,39600,18000,68400,60,298,7,904.5867000000003,95330,26.430476188659668,OK,2025-09-15T23:58:15.798936
35_04_02,35,4,25200,39600,18000,68400,120,298,8,903.0168000000004,113068,56.52188181877136,OK,2025-09-15T23:59:12.430358
35_04_03,35,4,25200,39600,18000,68400,180,298,9,963.4966999999998,132917,56.783243894577026,OK,2025-09-16T00:00:09.316333
35_04_04,35,4,25200,39600,18000,68400,240,298,11,935.3451000000001,148842,56.610536098480225,OK,2025-09-16T00:01:06.030675
35_04_05,35,4,25200,39600,18000,68400,300,298,12,958.8962999999999,167710,56.58448624610901,OK,2025-09-16T00:02:02.716669
35_04_06,35,4,25200,39600,18000,68400,360,298,13,978.7310000000003,184659,56.88206601142883,OK,2025-09-16T00:02:59.717485
35_04_07,35,4,25200,39600,18000,68400,420,298,14,970.4476999999998,202975,56.6699800491333,OK,2025-09-16T00:03:56.508378
35_04_08,35,4,25200,39600,18000,68400,480,298,16,1025.5497999999995,221577,56.402793884277344,OK,2025-09-16T00:04:53.029578
35_04_09,35,4,25200,39600,18000,68400,540,298,16,1035.3159,238445,26.54698395729065,OK,2025-09-16T00:05:19.693126
35_04_10,35,4,25200,39600,18000,68400,600,298,18,1064.2649,255593,26.499363899230957,OK,2025-09-16T00:05:46.315916
35_05_01,35,5,25200,43200,18000,68400,60,298,6,886.5948000000006,93549,26.626004934310913,OK,2025-09-16T00:06:13.040376
35_05_02,35,5,25200,43200,18000,68400,120,298,7,871.6207999999998,110684,56.362215995788574,OK,2025-09-16T00:07:09.491500
35_05_03,35,5,25200,43200,18000,68400,180,298,7,860.7859999999998,127971,56.46901297569275,OK,2025-09-16T00:08:06.062352
35_05_04,35,5,25200,43200,18000,68400,240,298,9,949.2594000000003,149470,56.4543821811676,OK,2025-09-16T00:09:02.622655
35_05_05,35,5,25200,43200,18000,68400,300,298,9,917.5535000000003,165820,27.095359802246094,OK,2025-09-16T00:09:29.822019
35_05_06,35,5,25200,43200,18000,68400,360,298,11,975.7552000000003,185932,56.55423426628113,OK,2025-09-16T00:10:26.481982
35_05_07,35,5,25200,43200,18000,68400,420,298,12,938.8844999999992,200855,56.402886152267456,OK,2025-09-16T00:11:22.994247
35_05_08,35,5,25200,43200,18000,68400,480,298,12,908.8412000000001,216651,26.650793313980103,OK,2025-09-16T00:11:49.748260
35_05_09,35,5,25200,43200,18000,68400,540,298,13,1017.5051999999994,239182,26.814286947250366,OK,2025-09-16T00:12:16.666400
35_05_10,35,5,25200,43200,18000,68400,600,298,14,1037.9979999999996,256493,33.45693898200989,OK,2025-09-16T00:12:50.250633
35_06_01,35,6,25200,46800,18000,68400,60,298,5,842.8815000000006,91377,26.7536780834198,OK,2025-09-16T00:13:17.105529
35_06_02,35,6,25200,46800,18000,68400,120,298,6,911.1012000000007,112279,56.60589075088501,OK,2025-09-16T00:14:13.804731
35_06_03,35,6,25200,46800,18000,68400,180,298,6,936.1339000000002,131670,56.72773790359497,OK,2025-09-16T00:15:10.634407
35_06_04,35,6,25200,46800,18000,68400,240,298,7,918.4450999999996,147599,56.894229888916016,OK,2025-09-16T00:16:07.625406
35_06_05,35,6,25200,46800,18000,68400,300,298,8,893.7079999999997,164579,26.66674494743347,OK,2025-09-16T00:16:34.395915
35_06_06,35,6,25200,46800,18000,68400,360,298,9,977.4252,186727,26.845668077468872,OK,2025-09-16T00:17:01.339148
35_06_07,35,6,25200,46800,18000,68400,420,298,10,963.1991000000003,201198,26.971806049346924,OK,2025-09-16T00:17:28.415789
35_06_08,35,6,25200,46800,18000,68400,480,298,11,998.9188999999999,220878,30.395989894866943,OK,2025-09-16T00:17:58.915892
35_06_09,35,6,25200,46800,18000,68400,540,298,11,984.1999,237293,56.56829619407654,OK,2025-09-16T00:18:55.592762
35_06_10,35,6,25200,46800,18000,68400,600,298,12,900.7813999999998,249998,26.78101897239685,OK,2025-09-16T00:19:22.474031
35_07_01,35,7,25200,50400,18000,68400,60,298,4,876.6612999999999,93795,26.72300624847412,OK,2025-09-16T00:19:49.288718
35_07_02,35,7,25200,50400,18000,68400,120,298,5,856.4043999999997,109819,26.539901971817017,OK,2025-09-16T00:20:15.926682
35_07_03,35,7,25200,50400,18000,68400,180,298,6,906.2663999999997,128833,26.50858974456787,OK,2025-09-16T00:20:42.530049
35_07_04,35,7,25200,50400,18000,68400,240,298,6,854.2669999999996,146437,28.976884841918945,OK,2025-09-16T00:21:11.605386
35_07_05,35,7,25200,50400,18000,68400,300,298,7,869.1265000000003,163551,56.57709288597107,OK,2025-09-16T00:22:08.274508
35_07_06,35,7,25200,50400,18000,68400,360,298,8,949.8465000000003,184304,27.21835207939148,OK,2025-09-16T00:22:35.583883
35_07_07,35,7,25200,50400,18000,68400,420,298,8,946.6867999999996,200665,26.85000514984131,OK,2025-09-16T00:23:02.536763
35_07_08,35,7,25200,50400,18000,68400,480,298,9,886.4402999999996,216445,57.113473653793335,OK,2025-09-16T00:23:59.755425
35_07_09,35,7,25200,50400,18000,68400,540,298,10,966.7579000000001,236664,56.4915771484375,OK,2025-09-16T00:24:56.355370
35_07_10,35,7,25200,50400,18000,68400,600,298,10,999.3435000000001,254949,26.570472955703735,OK,2025-09-16T00:25:23.041588
35_08_01,35,8,25200,54000,18000,68400,60,298,4,856.1862000000001,91619,26.22676706314087,OK,2025-09-16T00:25:49.361978
35_08_02,35,8,25200,54000,18000,68400,120,298,4,852.8875999999991,110062,56.54630994796753,OK,2025-09-16T00:26:45.994252
35_08_03,35,8,25200,54000,18000,68400,180,298,5,863.6055000000002,128212,56.51208305358887,OK,2025-09-16T00:27:42.591442
35_08_04,35,8,25200,54000,18000,68400,240,298,6,840.4217000000001,144307,26.520426988601685,OK,2025-09-16T00:28:09.217036
35_08_05,35,8,25200,54000,18000,68400,300,298,6,924.3555,166132,56.33577919006348,OK,2025-09-16T00:29:05.642302
35_08_06,35,8,25200,54000,18000,68400,360,298,7,888.1020000000003,181697,56.3789279460907,OK,2025-09-16T00:30:02.124571
35_08_07,35,8,25200,54000,18000,68400,420,298,7,894.4127999999998,199527,56.63762712478638,OK,2025-09-16T00:30:58.865676
35_08_08,35,8,25200,54000,18000,68400,480,298,8,895.9183000000002,216554,56.223124980926514,OK,2025-09-16T00:31:55.200009
35_08_09,35,8,25200,54000,18000,68400,540,298,9,957.8044000000007,237934,56.36530303955078,OK,2025-09-16T00:32:51.673412
35_08_10,35,8,25200,54000,18000,68400,600,298,9,922.3523000000004,252649,26.726656913757324,OK,2025-09-16T00:33:18.502521
35_09_01,35,9,25200,57600,18000,68400,60,298,3,860.4177999999998,93387,56.44264483451843,OK,2025-09-16T00:34:15.047758
35_09_02,35,9,25200,57600,18000,68400,120,298,4,817.6371000000003,108551,26.49555778503418,OK,2025-09-16T00:34:41.644880
35_09_03,35,9,25200,57600,18000,68400,180,298,4,856.9954999999998,127975,26.32267999649048,OK,2025-09-16T00:35:08.067471
35_09_04,35,9,25200,57600,18000,68400,240,298,5,843.9774,144770,32.20790195465088,OK,2025-09-16T00:35:40.373443
35_09_05,35,9,25200,57600,18000,68400,300,298,6,870.1236999999996,163043,56.344943046569824,OK,2025-09-16T00:36:36.811789
35_09_06,35,9,25200,57600,18000,68400,360,298,6,884.5357999999995,182868,60.598533153533936,OK,2025-09-16T00:37:37.515763
35_09_07,35,9,25200,57600,18000,68400,420,298,7,903.5153000000007,199642,26.589729070663452,OK,2025-09-16T00:38:04.213732
35_09_08,35,9,25200,57600,18000,68400,480,298,7,910.3252000000008,217954,26.592814683914185,OK,2025-09-16T00:38:30.911659
35_09_09,35,9,25200,57600,18000,68400,540,298,8,901.8181000000005,234304,26.395344018936157,OK,2025-09-16T00:38:57.411890
35_09_10,35,9,25200,57600,18000,68400,600,298,8,922.9469000000003,251938,26.409353971481323,OK,2025-09-16T00:39:23.928863
35_10_01,35,10,25200,61200,18000,68400,60,298,3,853.5859,93758,56.078481912612915,OK,2025-09-16T00:40:20.103151
35_10_02,35,10,25200,61200,18000,68400,120,298,4,846.8303999999996,109936,26.49516797065735,OK,2025-09-16T00:40:46.705412
35_10_03,35,10,25200,61200,18000,68400,180,298,4,846.6008999999998,127497,59.72262716293335,OK,2025-09-16T00:41:46.531753
35_10_04,35,10,25200,61200,18000,68400,240,298,5,864.0680000000002,145892,60.032928705215454,OK,2025-09-16T00:42:46.657302
35_10_05,35,10,25200,61200,18000,68400,300,298,5,885.8394000000003,163419,56.27591013908386,OK,2025-09-16T00:43:43.032939
35_10_06,35,10,25200,61200,18000,68400,360,298,6,887.6106000000001,180979,56.090222120285034,OK,2025-09-16T00:44:39.212876
35_10_07,35,10,25200,61200,18000,68400,420,298,6,912.7903999999997,200522,26.44809603691101,OK,2025-09-16T00:45:05.762099
35_10_08,35,10,25200,61200,18000,68400,480,298,7,911.5572999999998,217404,56.16206502914429,OK,2025-09-16T00:46:02.017250
35_10_09,35,10,25200,61200,18000,68400,540,298,7,891.1550000000002,234249,56.70687484741211,OK,2025-09-16T00:46:58.828339
35_10_10,35,10,25200,61200,18000,68400,600,298,8,919.0830000000004,251743,60.74808979034424,OK,2025-09-16T00:47:59.684533
40_02_01,40,2,25200,32400,18000,68400,60,321,15,1159.5522000000005,112979,27.304796934127808,OK,2025-09-16T00:48:27.110619
40_02_02,40,2,25200,32400,18000,68400,120,321,17,1181.0980999999995,133549,30.529508113861084,OK,2025-09-16T00:48:57.763472
40_02_03,40,2,25200,32400,18000,68400,180,321,20,1295.6164,156867,27.43624782562256,OK,2025-09-16T00:49:25.333090
40_02_04,40,2,25200,32400,18000,68400,240,321,22,1367.2123000000008,177531,57.18289518356323,OK,2025-09-16T00:50:22.659938
40_02_05,40,2,25200,32400,18000,68400,300,321,25,1394.6083000000008,197650,27.046149969100952,OK,2025-09-16T00:50:49.856257
40_02_06,40,2,25200,32400,18000,68400,360,321,27,1487.2403999999995,220250,59.48610997200012,OK,2025-09-16T00:51:49.490430
40_02_07,40,2,25200,32400,18000,68400,420,321,30,1574.4257999999993,239336,57.136646032333374,OK,2025-09-16T00:52:46.790497
40_02_08,40,2,25200,32400,18000,68400,480,321,32,1564.6657999999993,256310,27.148577213287354,OK,2025-09-16T00:53:14.099581
40_02_09,40,2,25200,32400,18000,68400,540,321,35,1529.8990999999983,270962,27.564080953598022,OK,2025-09-16T00:53:41.821917
40_02_10,40,2,25200,32400,18000,68400,600,321,37,1587.825800000001,290677,57.27641010284424,OK,2025-09-16T00:54:39.269519
40_03_01,40,3,25200,36000,18000,68400,60,321,10,1123.4730000000004,109881,27.34863519668579,OK,2025-09-16T00:55:06.727580
40_03_02,40,3,25200,36000,18000,68400,120,321,12,1146.1032000000007,131616,27.781782150268555,OK,2025-09-16T00:55:34.635186
40_03_03,40,3,25200,36000,18000,68400,180,321,14,1116.4028,148506,26.970610857009888,OK,2025-09-16T00:56:01.745754
40_03_04,40,3,25200,36000,18000,68400,240,321,16,1255.657100000001,172500,27.118769884109497,OK,2025-09-16T00:56:28.984744
40_03_05,40,3,25200,36000,18000,68400,300,321,17,1278.7881,192237,57.091896772384644,OK,2025-09-16T00:57:26.194282
40_03_06,40,3,25200,36000,18000,68400,360,321,19,1300.0518000000004,211338,57.02997803688049,OK,2025-09-16T00:58:23.367596
40_03_07,40,3,25200,36000,18000,68400,420,321,21,1401.1228999999994,233727,27.009686946868896,OK,2025-09-16T00:58:50.513844
40_03_08,40,3,25200,36000,18000,68400,480,321,22,1366.2307999999998,249208,27.198551177978516,OK,2025-09-16T00:59:17.848976
40_03_09,40,3,25200,36000,18000,68400,540,321,24,1374.7493999999992,266887,26.95699405670166,OK,2025-09-16T00:59:44.958786
40_03_10,40,3,25200,36000,18000,68400,600,321,26,1432.5886000000003,288422,57.08376598358154,OK,2025-09-16T01:00:42.181808
40_04_01,40,4,25200,39600,18000,68400,60,321,8,1056.2697000000007,107428,30.95401906967163,OK,2025-09-16T01:01:13.236244
40_04_02,40,4,25200,39600,18000,68400,120,321,9,1061.4504000000015,126035,27.233877658843994,OK,2025-09-16T01:01:40.594609
40_04_03,40,4,25200,39600,18000,68400,180,321,11,1144.9042000000004,148879,57.01668405532837,OK,2025-09-16T01:02:37.721563
40_04_04,40,4,25200,39600,18000,68400,240,321,12,1190.8025000000002,169951,26.881959915161133,OK,2025-09-16T01:03:04.731419
40_04_05,40,4,25200,39600,18000,68400,300,321,13,1180.909,187327,57.2978150844574,OK,2025-09-16T01:04:02.140121
40_04_06,40,4,25200,39600,18000,68400,360,321,14,1231.8532000000007,208324,26.911437034606934,OK,2025-09-16T01:04:29.165644
40_04_07,40,4,25200,39600,18000,68400,420,321,16,1204.9291000000007,225894,27.21525287628174,OK,2025-09-16T01:04:56.495484
40_04_08,40,4,25200,39600,18000,68400,480,321,17,1226.7347000000002,244317,57.06932806968689,OK,2025-09-16T01:05:53.697124
40_04_09,40,4,25200,39600,18000,68400,540,321,18,1270.8711999999987,263511,56.97423505783081,OK,2025-09-16T01:06:50.811807
40_04_10,40,4,25200,39600,18000,68400,600,321,19,1292.1711999999998,282583,56.81580996513367,OK,2025-09-16T01:07:47.771350
40_05_01,40,5,25200,43200,18000,68400,60,321,6,1007.2800999999995,105173,56.93224096298218,OK,2025-09-16T01:08:44.819165
40_05_02,40,5,25200,43200,18000,68400,120,321,8,1133.6975000000002,129961,57.02461814880371,OK,2025-09-16T01:09:41.957209
40_05_03,40,5,25200,43200,18000,68400,180,321,8,1077.5621000000006,145939,27.099524974822998,OK,2025-09-16T01:10:09.183087
40_05_04,40,5,25200,43200,18000,68400,240,321,9,1059.659,164237,27.194382905960083,OK,2025-09-16T01:10:36.495176
40_05_05,40,5,25200,43200,18000,68400,300,321,11,1128.3027000000009,185723,56.86083197593689,OK,2025-09-16T01:11:33.471501
40_05_06,40,5,25200,43200,18000,68400,360,321,12,1163.4450000000002,206595,27.326595067977905,OK,2025-09-16T01:12:00.916920
40_05_07,40,5,25200,43200,18000,68400,420,321,13,1177.9665999999993,225501,31.53934383392334,OK,2025-09-16T01:12:32.584374
40_05_08,40,5,25200,43200,18000,68400,480,321,14,1144.1810999999998,242248,27.122876167297363,OK,2025-09-16T01:12:59.835978
40_05_09,40,5,25200,43200,18000,68400,540,321,15,1221.3296999999998,262517,57.06220102310181,OK,2025-09-16T01:13:57.013953
40_05_10,40,5,25200,43200,18000,68400,600,321,16,1252.5818999999997,281962,27.16251015663147,OK,2025-09-16T01:14:24.291578
40_06_01,40,6,25200,46800,18000,68400,60,321,5,1081.1052000000002,108494,28.461879014968872,OK,2025-09-16T01:14:52.856749
40_06_02,40,6,25200,46800,18000,68400,120,321,6,1026.9303999999995,125183,27.12734293937683,OK,2025-09-16T01:15:20.086406
40_06_03,40,6,25200,46800,18000,68400,180,321,7,1054.0409000000002,146166,27.330184936523438,OK,2025-09-16T01:15:47.526180
40_06_04,40,6,25200,46800,18000,68400,240,321,8,1113.469800000001,166356,27.08109402656555,OK,2025-09-16T01:16:14.734828
